Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),DeliveryDistance,OrderTime,Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_scooter,City_Urban,Order_Day_Monday,Order_Day_Saturday,Order_Day_Sunday,Order_Day_Thursday,Order_Day_Tuesday,Order_Day_Wednesday,TypeOfMeal_Dinner,TypeOfMeal_Launch
21.0,4.5,0.0,1.0,28.0,7.682703792667152,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22.0,4.7,1.0,0.0,10.0,6.122094799492485,16,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
30.0,4.9,2.0,1.0,27.0,10.72556607662276,23,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31.0,4.4,1.0,2.0,38.0,11.00773476374462,20,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
26.0,5.0,1.0,0.0,21.0,12.160999124282352,23,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
25.0,4.7,2.0,1.0,27.0,1.5544659606027853,11,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
36.0,4.7,2.0,1.0,29.0,1.5297232853102505,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21.0,4.5,0.0,1.0,26.0,12.16211593670245,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,4.9,2.0,1.0,27.0,16.384574278446888,19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
39.0,4.7,1.0,1.0,22.0,7.762605890245343,23,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
23.0,4.0,1.0,1.0,39.0,10.58713106938141,19,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
33.0,4.8,0.0,1.0,25.0,17.138295790540273,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
38.0,4.8,1.0,1.0,18.0,7.651064458530453,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32.0,4.6,0.0,1.0,27.0,4.537940846051362,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,3.8,2.0,1.0,31.0,14.15280068944862,21,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
33.0,4.2,0.0,1.0,37.0,10.906553214978016,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
24.0,4.7,0.0,1.0,37.0,20.44292976252901,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
22.0,4.9,0.0,2.0,39.0,13.584306064166835,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28.0,4.7,2.0,1.0,13.0,1.4981080932701176,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39.0,4.2,0.0,1.0,22.0,3.116121839413346,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28.0,4.9,0.0,0.0,11.0,3.1050761845072,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35.0,4.6,1.0,1.0,16.0,10.725127399399016,21,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
31.0,4.5,2.0,1.0,30.0,13.973207156405028,18,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
37.0,4.9,1.0,1.0,26.0,16.787191781803873,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
39.0,4.9,2.0,0.0,19.0,14.04505352468984,23,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37.0,4.9,2.0,1.0,23.0,7.6610179466416595,23,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
34.0,4.6,1.0,0.0,22.0,9.075521306663871,22,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
30.0,4.7,2.0,0.0,24.0,7.683892680377846,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25.0,4.9,0.0,0.0,15.0,14.15280068944862,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23.0,4.7,2.0,0.0,11.0,1.5545771256178644,8,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
38.0,4.4,1.0,1.0,34.0,20.44292976252901,22,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32.0,4.6,0.0,1.0,44.0,10.58713106938141,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,4.8,0.0,0.0,40.0,17.29786575291325,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.0,4.6,1.0,1.0,23.0,16.646545996493526,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35.0,4.7,0.0,0.0,26.0,6.051108888205529,15,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
31.0,3.5,1.0,1.0,39.0,10.429850454296858,23,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
34.0,5.0,0.0,1.0,39.0,19.36320422209724,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32.0,3.8,2.0,1.0,38.0,17.077949437324254,20,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
37.0,4.2,0.0,1.0,22.0,3.026096197898876,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.0,3.7,1.0,1.0,36.0,16.8478956316427,18,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
37.0,4.7,2.0,0.0,31.0,9.326113870790188,20,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
25.0,4.5,1.0,1.0,20.0,10.43324260995406,17,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
32.0,4.7,0.0,1.0,24.0,3.0735433636637217,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,4.5,0.0,1.0,26.0,3.105110394702573,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
22.0,4.5,1.0,1.0,26.0,7.683892680377846,21,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
32.0,4.6,0.0,1.0,32.0,6.210864156063145,16,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
37.0,4.6,0.0,1.0,23.0,4.610285665960272,22,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
26.0,4.6,1.0,1.0,11.0,4.663419307399412,18,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
34.0,4.9,0.0,1.0,22.0,9.074331008325888,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26.0,4.7,0.0,0.0,28.0,9.326940869812669,17,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
31.0,4.7,1.0,1.0,29.0,4.717601092054723,21,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35.0,4.9,1.0,0.0,18.0,9.348134176983455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36.0,4.6,2.0,1.0,40.0,10.906042243292454,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39.0,4.6,1.0,0.0,25.0,13.830131455505844,19,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
21.0,3.5,0.0,2.0,42.0,6.209259882042439,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,5.0,1.0,1.0,22.0,10.70900337153546,21,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
22.0,4.7,1.0,0.0,29.0,19.910592397095478,18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
22.0,4.9,2.0,0.0,27.0,13.762754362295912,22,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
37.0,4.6,0.0,1.0,28.0,14.15280068944862,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
29.0,4.6,2.0,1.0,10.0,2.979598701342017,9,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
39.0,4.0,2.0,2.0,35.0,19.62703934775151,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
29.0,4.9,2.0,0.0,18.0,3.0585514953421016,10,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
28.0,4.6,1.0,1.0,22.0,10.880991591395142,21,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
35.0,4.8,2.0,1.0,15.0,3.105083522108389,10,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
36.0,4.7,2.0,0.0,16.0,3.145067434621583,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
39.0,5.0,1.0,1.0,32.0,4.596666925181729,22,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
32.0,4.7,1.0,1.0,24.0,19.36274047125199,18,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
21.0,5.0,2.0,1.0,20.0,6.147383751705012,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
39.0,4.6,2.0,2.0,34.0,6.218030984114909,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
36.0,4.6,1.0,1.0,17.0,4.528246576738902,17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
35.0,4.5,1.0,0.0,18.0,19.659792615101832,21,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36.0,4.9,2.0,0.0,18.0,1.509384493145742,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21.0,5.0,0.0,1.0,19.0,3.105083522108389,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,4.5,2.0,0.0,12.0,9.075344501962311,22,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
34.0,5.0,0.0,1.0,50.0,13.405500819757052,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36.0,4.8,2.0,0.0,28.0,1.5725337292863206,9,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
30.0,4.3,1.0,2.0,37.0,10.565936169903276,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
35.0,4.7,2.0,1.0,15.0,4.537647566708679,19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
28.0,5.0,0.0,1.0,16.0,3.116148933802485,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.0,4.5,2.0,0.0,18.0,5.958965689666703,14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
39.0,4.9,1.0,0.0,40.0,19.36269866793402,22,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
20.0,4.8,0.0,1.0,18.0,19.97462742500754,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
36.0,4.8,1.0,3.0,43.0,16.851359915660815,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20.0,4.9,0.0,1.0,19.0,12.58026782240096,23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26.0,4.7,1.0,0.0,18.0,3.0186622920277366,11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29.0,4.9,1.0,1.0,17.0,7.772596236164969,20,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
22.0,4.8,1.0,0.0,20.0,12.162115707004752,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24.0,4.9,1.0,0.0,36.0,11.917101549463018,21,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
39.0,5.0,1.0,1.0,22.0,1.5580994617893935,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30.0,4.6,1.0,1.0,32.0,5.959018323622155,15,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
23.0,4.9,2.0,0.0,26.0,10.427668815940937,17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20.0,4.7,2.0,1.0,28.0,4.6817913310164405,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
25.0,4.8,1.0,0.0,16.0,19.688413407771485,18,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
29.0,4.6,1.0,1.0,29.0,19.658727827948344,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23.0,4.7,0.0,1.0,26.0,13.584306064166835,20,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
27.0,4.6,2.0,1.0,17.0,4.5281645804083706,21,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
27.0,4.6,2.0,1.0,31.0,19.66101960321404,20,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
30.0,4.7,0.0,1.0,21.0,4.717601092054723,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
36.0,4.8,2.0,0.0,30.0,13.829677632106632,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
27.0,5.0,2.0,1.0,13.0,9.435201537430713,20,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
39.0,4.7,1.0,2.0,41.0,14.055426507655644,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36.0,5.0,0.0,0.0,27.0,13.63134369814336,23,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
33.0,4.4,1.0,0.0,36.0,19.89050358396663,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
22.0,4.6,1.0,1.0,17.0,9.435201537430713,23,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
38.0,4.6,2.0,1.0,16.0,3.145067434621583,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23.0,4.2,0.0,1.0,28.0,3.0645081868526045,10,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23.0,4.9,1.0,1.0,17.0,10.602497166339424,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,3.8,1.0,1.0,34.0,20.44292976252901,21,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
38.0,4.4,1.0,1.0,44.0,20.252924408847694,20,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
29.0,4.6,0.0,1.0,26.0,4.674220356186495,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
31.0,4.3,1.0,0.0,35.0,19.88701283582719,20,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
32.0,4.9,0.0,1.0,50.0,13.78858157014102,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
39.0,4.7,1.0,1.0,19.0,7.549900138928546,18,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
32.0,4.9,1.0,1.0,24.0,3.1092107394966533,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20.0,4.7,1.0,0.0,16.0,3.029440560313021,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28.0,5.0,0.0,0.0,19.0,1.5094642591454115,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26.0,4.0,0.0,1.0,26.0,1.5580841994909265,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36.0,4.5,2.0,1.0,20.0,16.600066636057907,18,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
23.0,4.9,0.0,0.0,17.0,7.448644516028947,22,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
33.0,4.6,1.0,0.0,18.0,13.583460272389104,17,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20.0,4.9,2.0,1.0,16.0,16.85268897082353,17,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
21.0,4.5,1.0,1.0,24.0,13.413644078076189,20,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
20.0,4.5,0.0,1.0,21.0,1.5101061706136438,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,4.6,1.0,1.0,14.0,1.5305886485689215,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,4.6,0.0,1.0,27.0,9.220550607824642,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38.0,4.8,0.0,3.0,49.0,1.5093764432903984,11,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
38.0,4.8,2.0,1.0,19.0,3.029527086813652,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39.0,4.4,1.0,0.0,31.0,19.36269866793402,19,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
26.0,4.3,2.0,0.0,31.0,7.762547474464038,19,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
29.0,5.0,2.0,0.0,15.0,17.07679057474322,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
28.0,4.9,1.0,1.0,19.0,4.537640130462831,18,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
22.0,4.3,0.0,1.0,15.0,3.1053698909093623,10,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
37.0,4.1,1.0,0.0,33.0,9.192496429758704,19,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
25.0,4.6,2.0,0.0,19.0,16.980990792659256,21,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
33.0,4.5,0.0,1.0,30.0,4.657153007153035,18,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
25.0,4.8,0.0,1.0,21.0,12.29350267444076,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24.0,4.5,2.0,1.0,23.0,6.209199248060677,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
27.0,4.9,0.0,1.0,39.0,19.88701283582719,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
24.0,5.0,2.0,1.0,26.0,16.901690663165507,21,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
26.0,4.7,2.0,0.0,23.0,12.29356968829498,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
39.0,4.6,2.0,0.0,17.0,1.509439424217415,9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
38.0,4.9,0.0,1.0,25.0,9.363950447567518,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,4.7,2.0,0.0,16.0,7.562982485199944,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
32.0,4.1,1.0,1.0,32.0,13.786698988714315,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
33.0,5.0,0.0,1.0,38.0,13.988777563349055,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31.0,4.7,2.0,1.0,18.0,6.081387490812904,12,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
27.0,5.0,1.0,1.0,25.0,12.257490517738724,22,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
24.0,5.0,0.0,1.0,24.0,11.919595217847732,22,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
25.0,4.6,2.0,0.0,12.0,6.050094908857793,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
26.0,4.7,0.0,1.0,21.0,7.573523734183611,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29.0,4.7,1.0,1.0,14.0,15.51738101934257,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37.0,4.8,2.0,0.0,16.0,6.119039466470349,16,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
22.0,4.9,2.0,0.0,20.0,3.018911481757933,12,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
20.0,4.8,1.0,0.0,24.0,7.761350404897176,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27.0,4.9,1.0,0.0,21.0,11.904942936168032,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39.0,4.6,1.0,1.0,20.0,12.16211593670245,22,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36.0,4.3,0.0,1.0,35.0,9.121049806498055,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
29.0,4.7,2.0,0.0,11.0,19.658727827948344,23,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
36.0,4.6,1.0,1.0,25.0,13.78760310695544,23,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27.0,4.7,2.0,1.0,16.0,11.916994721599456,21,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
28.0,4.7,2.0,0.0,12.0,1.5368420882542566,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36.0,4.2,2.0,1.0,36.0,20.18093693173945,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
36.0,4.5,1.0,0.0,15.0,9.05981056427967,23,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
24.0,4.7,2.0,0.0,15.0,12.256597748689702,23,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
38.0,4.6,2.0,1.0,31.0,6.05003359245833,16,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
32.0,4.1,0.0,1.0,54.0,20.176709024393897,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
30.0,4.4,2.0,1.0,32.0,5.960345509793814,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
27.0,4.9,2.0,1.0,37.0,13.78906644048547,19,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
23.0,4.9,2.0,1.0,38.0,19.839659093708264,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
35.0,4.8,1.0,1.0,25.0,13.98985232208903,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30.0,4.8,0.0,2.0,43.0,13.58326769906584,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
22.0,4.6,0.0,1.0,22.0,19.76188003558642,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34.0,4.7,1.0,0.0,29.0,4.537647566708679,22,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29.0,4.3,0.0,0.0,32.0,6.080918142449212,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36.0,4.8,1.0,1.0,25.0,10.924410123602872,23,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
37.0,4.6,1.0,1.0,38.0,19.65982489949044,18,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
36.0,4.8,0.0,1.0,28.0,3.0527486001649304,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39.0,3.9,2.0,0.0,34.0,13.620991695069751,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
20.0,4.9,2.0,0.0,14.0,10.724430107278732,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
35.0,4.2,2.0,2.0,35.0,13.989532967706149,21,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
23.0,4.8,1.0,0.0,19.0,7.601876617115907,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
23.0,5.0,2.0,1.0,25.0,10.428102699087209,20,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
35.0,4.1,2.0,1.0,33.0,3.020360060848501,11,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39.0,3.5,2.0,2.0,34.0,12.116950608888647,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
27.0,4.7,0.0,1.0,15.0,6.290134677634678,16,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
24.0,4.8,2.0,1.0,27.0,10.723989806656157,23,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
21.0,4.5,0.0,1.0,27.0,1.5525398251391471,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.0,5.0,1.0,0.0,34.0,4.589099458436046,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
39.0,4.0,0.0,1.0,34.0,14.15280068944862,18,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
